1,1,进社区,0.292586326865
2,1,官兵们,0.255927900145
3,1,送上,0.2217559932645
4,1,社区,0.19136427216225
5,1,驻地,0.1873862298485
6,1,官兵,0.18439119985325
7,1,民众,0.17679913950825
8,1,林卡,0.17375847065
9,1,张鑫,0.1650941308925
10,1,格桑,0.16002581704125002
11,1,送医,0.15136147728375
12,1,驻藏,0.14943459378625
13,1,军区某,0.14943459378625
14,1,工化,0.14943459378625
15,1,当巴,0.14943459378625
16,1,立在,0.14943459378625
17,1,2020,0.14943459378625
18,1,01,0.14943459378625
19,1,02,0.14943459378625
20,1,送温暖,0.14776545137875
21,2,李洋,0.21906642021020942
22,2,喜报,0.17688408883350787
23,2,李云艳,0.15647601443586387
24,2,2019,0.15647601443586387
25,2,李金明,0.15647601443586387
26,2,杨学德,0.1251808115486911
27,2,立功喜报,0.10372406129371728
28,2,军嫂,0.09388560866151832
29,2,军功章,0.08965265184973822
30,2,三等功,0.085257763463089
31,2,现场,0.08262243422303665
32,2,婚礼,0.08225834908837697
33,2,可爱,0.07977393617884818
34,2,官兵,0.07723191616890053
35,2,军人,0.07676645268649214
36,2,火箭,0.07562655012900524
37,2,军营,0.06771646329384817
38,2,操作手,0.059349362798429325
39,2,任务,0.05887970147769633
40,2,军属,0.05860014372198953
41,3,打击,0.32814036358781945
42,3,空中,0.29780269231792333
43,3,战略性,0.27266786808399357
44,3,作战,0.21235850936946485
45,3,力量,0.08432612900305911
46,3,目的,0.07880806007870607
47,3,弹药,0.06048515070487221
48,3,目标,0.05930503811766773
49,3,选择,0.057596656349968044
50,3,制导,0.05241906814996805
51,3,理论,0.05040037352961662
52,3,评估,0.04972203608664537
53,3,战争,0.042965601085782755
54,3,战略,0.04134991044055112
55,3,效果,0.038186859214632586
56,3,美英,0.03777167090850639
57,3,需要,0.03470032462859425
58,3,突防,0.032625553347923324
59,3,行动,0.03219184623864217
60,3,达成,0.032171024702204475
61,4,财年,0.1720010930033025
62,4,2018,0.12633836198573314
63,4,美军,0.12611716095859973
64,4,重建,0.11594989691603699
65,4,2020,0.1105460667375165
66,4,特朗普,0.11017710160105681
67,4,导弹,0.08489396097067371
68,4,2019,0.07896147624108321
69,4,国防,0.07880101870837516
70,4,司令部,0.07767077745764861
71,4,战略,0.07598721249313078
72,4,现有,0.07491014694178336
73,4,空军,0.07147581732861294
74,4,美国,0.06039968104129458
75,4,网络,0.05741921120363276
76,4,目标,0.05604824134615587
77,4,扩军计划,0.05508855080052841
78,4,网络战,0.05508855080052841
79,4,新型,0.05443635448573316
80,4,作战,0.052309226681862615
81,5,群山,0.47899311917481624
82,5,美军,0.2699962976404412
83,5,基地,0.21962184217316177
84,5,东北亚,0.14689198009632354
85,5,无人机,0.14194385896955883
86,5,灰鹰,0.13185405334080882
87,5,矛尖,0.12908220302867648
88,5,空军基地,0.12906931871426472
89,5,战斗机,0.11341784601308824
90,5,半岛,0.10949233953882354
91,5,机场,0.10366901065411765
92,5,部署,0.09867649437705882
93,5,整建,0.09413283355367648
94,5,美韩,0.08605480201911765
95,5,美军基地,0.08605480201911765
96,5,支点,0.07248254694220588
97,5,朝鲜半岛,0.06738587649691176
98,5,朝鲜战争,0.06732165826183822
99,5,前沿,0.06359120752889705
100,5,冷战,0.06268675914919118
101,6,战争,0.20376110817954549
102,6,混合,0.19800704556515153
103,6,手段,0.15826798361833333
104,6,叙利亚,0.12229897021772726
